away_team_abbr,home_team_abbr,date,start_time,day_night,venue,field_type,away_team_errors,home_team_errors,away_team_hits,home_team_hits,away_team_runs,home_team_runs,game_id
BAL,BOS,20240409,18:10,D,Fenway Park,outdoor,0,2,13,2,7,1,BALBOS20240409D
BAL,BOS,20240410,23:10,N,Fenway Park,outdoor,0,2,9,8,7,5,BALBOS20240410N
MIL,CIN,20240410,22:40,N,Great American Ball Park,outdoor,0,1,6,4,7,2,MILCIN20240410N
NYM,ATL,20240926,23:20,N,Truist Park,outdoor,0,0,0,0,0,0,NYMATL20240926N
CHC,SD,20240410,22:40,D,PETCO Park,outdoor,0,1,3,12,2,10,CHCSD20240410D
AZ,COL,20240410,19:10,D,Coors Field,outdoor,2,0,10,6,5,3,AZCOL20240410D
WSH,SF,20240410,19:45,D,Oracle Park,outdoor,0,0,4,12,1,7,WSHSF20240410D
CWS,CLE,20240410,22:10,N,Progressive Field,outdoor,1,2,10,8,6,7,CWSCLE20240410N
OAK,TEX,20240411,00:05,N,Globe Life Field,retractable,0,1,9,12,2,6,OAKTEX20240411N
HOU,KC,20240410,23:40,N,Kauffman Stadium,outdoor,1,1,9,11,2,11,HOUKC20240410N
PHI,STL,20240410,17:15,D,Busch Stadium,outdoor,0,2,8,7,4,3,PHISTL20240410D
SEA,TOR,20240410,19:07,D,Rogers Centre,retractable,0,0,6,6,6,1,SEATOR20240410D
MIA,NYY,20240410,23:05,N,Yankee Stadium,outdoor,0,1,6,6,5,2,MIANYY20240410N
LAD,MIN,20240410,17:10,D,Target Field,outdoor,0,0,9,6,2,3,LADMIN20240410D
TB,LAA,20240410,20:07,D,Angel Stadium,outdoor,0,0,7,9,4,2,TBLAA20240410D
MIN,DET,20240413,21:05,N,Comerica Park,outdoor,0,0,7,4,4,1,MINDET20240413N
OAK,TEX,20240411,18:35,D,Globe Life Field,retractable,0,0,4,1,1,0,OAKTEX20240411D
BAL,BOS,20240411,23:10,N,Fenway Park,outdoor,0,1,9,8,9,4,BALBOS20240411N
NYM,ATL,20240411,16:20,D,Truist Park,outdoor,0,2,16,10,16,4,NYMATL20240411D
HOU,KC,20240411,18:10,D,Kauffman Stadium,outdoor,1,1,11,16,3,13,HOUKC20240411D
MIL,CIN,20240830,16:40,D,Great American Ball Park,outdoor,0,0,0,0,0,0,MILCIN20240830D
PIT,PHI,20240411,22:40,N,Citizens Bank Park,outdoor,1,0,7,7,1,5,PITPHI20240411N
CHC,SEA,20240413,01:40,N,T-Mobile Park,retractable,0,2,4,6,2,4,CHCSEA20240413N
SF,TB,20240412,22:50,N,Tropicana Field,indoor,2,2,6,6,1,2,SFTB20240412N
KC,NYM,20240412,23:10,N,Citi Field,outdoor,0,0,3,14,1,6,KCNYM20240412N
CIN,CWS,20240412,23:40,N,Guaranteed Rate Field,outdoor,0,0,12,4,11,1,CINCWS20240412N
ATL,MIA,20240412,23:10,N,loanDepot park,retractable,0,0,14,6,8,1,ATLMIA20240412N
MIL,BAL,20240412,23:05,N,Oriole Park at Camden Yards,outdoor,0,1,15,6,11,1,MILBAL20240412N
SD,LAD,20240413,02:10,N,Dodger Stadium,outdoor,2,0,10,7,8,7,SDLAD20240413N
MIN,DET,20240412,22:40,N,Comerica Park,outdoor,1,0,6,10,2,8,MINDET20240412N
TEX,HOU,20240413,00:10,N,Minute Maid Park,retractable,0,2,12,11,12,8,TEXHOU20240413N
PIT,PHI,20240412,22:40,N,Citizens Bank Park,outdoor,0,2,9,7,5,2,PITPHI20240412N
COL,TOR,20240412,23:07,N,Rogers Centre,retractable,1,0,20,11,12,4,COLTOR20240412N
WSH,OAK,20240413,01:40,N,Oakland Coliseum,outdoor,1,1,8,3,1,2,WSHOAK20240413N
LAA,BOS,20240412,23:10,N,Fenway Park,outdoor,0,3,12,3,7,0,LAABOS20240412N
NYY,CLE,20240413,16:10,D,Progressive Field,outdoor,1,0,10,5,3,2,NYYCLE20240413D
PIT,PHI,20240413,20:05,D,Citizens Bank Park,outdoor,0,1,5,9,3,4,PITPHI20240413D
ATL,MIA,20240413,20:10,D,loanDepot park,retractable,0,1,6,8,1,5,ATLMIA20240413D
CIN,CWS,20240413,18:10,D,Guaranteed Rate Field,outdoor,0,0,4,2,5,0,CINCWS20240413D
SF,TB,20240413,20:10,D,Tropicana Field,indoor,0,0,13,8,11,2,SFTB20240413D
NYY,CLE,20240413,22:10,N,Progressive Field,outdoor,0,1,9,7,8,2,NYYCLE20240413N
MIN,DET,20240413,17:10,D,Comerica Park,outdoor,2,2,8,8,11,5,MINDET20240413D
STL,AZ,20240414,00:10,N,Chase Field,retractable,0,1,11,6,2,4,STLAZ20240414N
TEX,HOU,20240413,20:05,D,Minute Maid Park,retractable,0,0,8,14,2,9,TEXHOU20240413D
CHC,SEA,20240414,01:40,N,T-Mobile Park,retractable,1,1,6,6,4,1,CHCSEA20240414N
LAA,BOS,20240413,20:10,D,Fenway Park,outdoor,1,0,8,11,2,7,LAABOS20240413D
KC,NYM,20240413,17:40,D,Citi Field,outdoor,0,1,13,9,11,7,KCNYM20240413D
SD,LAD,20240414,01:10,N,Dodger Stadium,outdoor,2,0,7,8,2,5,SDLAD20240414N
NYY,CLE,20240413,16:10,D,Progressive Field,outdoor,1,0,10,5,3,2,NYYCLE20240413D
WSH,OAK,20240413,20:07,D,Oakland Coliseum,outdoor,0,0,10,8,3,1,WSHOAK20240413D
MIL,BAL,20240413,20:05,D,Oriole Park at Camden Yards,outdoor,0,2,15,12,11,5,MILBAL20240413D
MIN,DET,20240413,21:05,N,Comerica Park,outdoor,0,0,7,4,4,1,MINDET20240413N
SF,TB,20240414,17:40,D,Tropicana Field,indoor,0,0,10,10,4,9,SFTB20240414D
TEX,HOU,20240414,18:10,D,Minute Maid Park,retractable,0,0,10,10,5,8,TEXHOU20240414D
MIN,DET,20240414,17:40,D,Comerica Park,outdoor,0,0,6,8,3,4,MINDET20240414D
COL,TOR,20240414,17:37,D,Rogers Centre,retractable,1,1,2,12,0,5,COLTOR20240414D
CHC,SEA,20240414,20:10,D,T-Mobile Park,retractable,0,1,8,5,3,2,CHCSEA20240414D
WSH,OAK,20240414,20:07,D,Oakland Coliseum,outdoor,0,0,12,11,6,7,WSHOAK20240414D
ATL,MIA,20240414,17:40,D,loanDepot park,retractable,0,1,12,9,9,7,ATLMIA20240414D
CIN,CWS,20240414,18:10,D,Guaranteed Rate Field,outdoor,1,4,10,8,11,4,CINCWS20240414D
LAA,BOS,20240414,17:35,D,Fenway Park,outdoor,0,0,9,7,4,5,LAABOS20240414D
STL,AZ,20240414,20:10,D,Chase Field,retractable,0,0,4,7,0,5,STLAZ20240414D
PIT,PHI,20240414,17:35,D,Citizens Bank Park,outdoor,1,2,10,8,9,2,PITPHI20240414D
KC,NYM,20240414,17:40,D,Citi Field,outdoor,1,0,3,8,1,2,KCNYM20240414D
MIL,BAL,20240414,17:35,D,Oriole Park at Camden Yards,outdoor,0,1,12,11,4,6,MILBAL20240414D
SD,LAD,20240414,23:10,D,Dodger Stadium,outdoor,0,1,8,6,6,3,SDLAD20240414D
NYY,CLE,20240414,17:40,D,Progressive Field,outdoor,2,0,12,9,7,8,NYYCLE20240414D
TEX,DET,20240415,22:40,N,Comerica Park,outdoor,1,0,7,5,1,0,TEXDET20240415N
MIN,BAL,20240415,22:35,N,Oriole Park at Camden Yards,outdoor,1,0,11,12,4,7,MINBAL20240415N
CIN,SEA,20240416,01:42,N,T-Mobile Park,retractable,0,0,7,10,3,9,CINSEA20240416N
PIT,NYM,20240415,23:10,N,Citi Field,outdoor,1,0,3,8,3,6,PITNYM20240415N
SF,MIA,20240415,22:40,N,loanDepot park,retractable,2,0,8,10,4,3,SFMIA20240415N
WSH,LAD,20240416,02:10,N,Dodger Stadium,outdoor,1,0,8,9,6,4,WSHLAD20240416N
KC,CWS,20240415,23:40,N,Guaranteed Rate Field,outdoor,0,0,5,4,2,0,KCCWS20240415N
ATL,HOU,20240416,00:10,N,Minute Maid Park,retractable,0,1,11,7,6,1,ATLHOU20240416N
CLE,BOS,20240415,15:10,D,Fenway Park,outdoor,0,1,9,3,6,0,CLEBOS20240415D
NYY,TOR,20240415,23:07,N,Rogers Centre,retractable,0,0,4,4,1,3,NYYTOR20240415N
LAA,TB,20240415,22:50,N,Tropicana Field,indoor,0,0,13,6,7,3,LAATB20240415N
COL,PHI,20240415,22:40,N,Citizens Bank Park,outdoor,0,0,5,6,1,2,COLPHI20240415N
SD,MIL,20240415,23:40,N,American Family Field,retractable,0,2,12,10,7,3,SDMIL20240415N
CHC,AZ,20240416,01:40,N,Chase Field,retractable,0,0,9,3,3,2,CHCAZ20240416N
PIT,NYM,20240416,23:10,N,Citi Field,outdoor,0,1,5,4,1,3,PITNYM20240416N
KC,CWS,20240417,21:25,D,Guaranteed Rate Field,outdoor,0,1,5,6,1,2,KCCWS20240417D
CHC,AZ,20240417,01:40,N,Chase Field,retractable,2,0,14,12,11,12,CHCAZ20240417N
TEX,DET,20240416,17:10,D,Comerica Park,outdoor,1,0,6,5,2,4,TEXDET20240416D
CLE,BOS,20240416,23:10,N,Fenway Park,outdoor,0,1,14,11,10,7,CLEBOS20240416N
CIN,SEA,20240417,01:40,N,T-Mobile Park,retractable,0,1,4,8,1,3,CINSEA20240417N
STL,OAK,20240417,01:40,N,Oakland Coliseum,outdoor,1,1,4,5,3,2,STLOAK20240417N
MIN,BAL,20240416,22:35,N,Oriole Park at Camden Yards,outdoor,0,0,7,15,3,11,MINBAL20240416N
COL,PHI,20240416,22:40,N,Citizens Bank Park,outdoor,0,0,7,7,0,5,COLPHI20240416N
LAA,TB,20240416,22:50,N,Tropicana Field,indoor,1,1,6,7,6,7,LAATB20240416N
NYY,TOR,20240416,23:07,N,Rogers Centre,retractable,1,0,6,8,4,5,NYYTOR20240416N
WSH,LAD,20240417,02:10,N,Dodger Stadium,outdoor,0,0,6,13,2,6,WSHLAD20240417N
ATL,HOU,20240417,00:10,N,Minute Maid Park,retractable,0,0,11,7,6,2,ATLHOU20240417N
SF,MIA,20240416,22:40,N,loanDepot park,retractable,1,1,9,8,3,6,SFMIA20240416N
NYY,TOR,20240417,19:07,D,Rogers Centre,retractable,0,0,11,9,6,4,NYYTOR20240417D
KC,CWS,20240417,21:25,D,Guaranteed Rate Field,outdoor,0,1,5,6,1,2,KCCWS20240417D
MIN,BAL,20240417,17:05,D,Oriole Park at Camden Yards,outdoor,0,0,5,8,2,4,MINBAL20240417D
SF,MIA,20240417,16:10,D,loanDepot park,retractable,0,0,9,6,3,1,SFMIA20240417D
TEX,DET,20240417,17:10,D,Comerica Park,outdoor,1,3,7,7,5,4,TEXDET20240417D
CHC,AZ,20240417,19:40,D,Chase Field,retractable,1,3,9,7,5,3,CHCAZ20240417D
COL,PHI,20240417,22:05,N,Citizens Bank Park,outdoor,0,0,12,12,6,7,COLPHI20240417N
WSH,LAD,20240417,19:10,D,Dodger Stadium,outdoor,0,0,4,5,2,0,WSHLAD20240417D
CIN,SEA,20240417,20:10,D,T-Mobile Park,retractable,0,0,1,7,1,5,CINSEA20240417D
CLE,BOS,20240417,23:10,N,Fenway Park,outdoor,0,0,3,5,0,2,CLEBOS20240417N
KC,CWS,20240417,18:10,D,Guaranteed Rate Field,outdoor,0,0,7,5,4,2,KCCWS20240417D
SD,MIL,20240417,17:10,D,American Family Field,retractable,0,0,5,3,0,1,SDMIL20240417D
ATL,HOU,20240417,18:10,D,Minute Maid Park,retractable,1,2,7,9,5,4,ATLHOU20240417D
STL,OAK,20240417,19:37,D,Oakland Coliseum,outdoor,0,0,6,10,3,6,STLOAK20240417D
LAA,TB,20240417,22:50,N,Tropicana Field,indoor,1,0,12,11,5,4,LAATB20240417N
PIT,NYM,20240417,17:10,D,Citi Field,outdoor,0,2,5,10,1,9,PITNYM20240417D
TEX,DET,20240418,17:10,D,Comerica Park,outdoor,0,3,13,11,9,7,TEXDET20240418D
LAA,TB,20240418,17:10,D,Tropicana Field,indoor,0,1,6,5,1,2,LAATB20240418D
CLE,BOS,20240418,17:35,D,Fenway Park,outdoor,2,2,8,6,5,4,CLEBOS20240418D
AZ,SF,20240419,01:45,N,Oracle Park,outdoor,1,0,3,8,0,5,AZSF20240419N
HOU,WSH,20240419,22:45,N,Nationals Park,outdoor,0,0,13,8,5,3,HOUWSH20240419N
TOR,SD,20240420,01:40,N,PETCO Park,outdoor,0,1,11,5,5,1,TORSD20240420N
BAL,KC,20240419,23:40,N,Kauffman Stadium,outdoor,0,0,8,9,4,9,BALKC20240419N
BOS,PIT,20240419,22:40,N,PNC Park,outdoor,1,1,12,4,8,1,BOSPIT20240419N
CWS,PHI,20240419,22:40,N,Citizens Bank Park,outdoor,0,0,2,7,0,7,CWSPHI20240419N
TEX,ATL,20240419,23:20,N,Truist Park,outdoor,0,0,6,6,3,8,TEXATL20240419N
OAK,CLE,20240419,23:10,N,Progressive Field,outdoor,1,0,6,9,2,10,OAKCLE20240419N
SEA,COL,20240422,00:10,N,Coors Field,outdoor,1,1,13,6,10,2,SEACOL20240422N
MIA,CHC,20240419,18:20,D,Wrigley Field,outdoor,0,1,6,10,3,8,MIACHC20240419D
TB,NYY,20240419,23:05,N,Yankee Stadium,outdoor,2,0,14,5,3,5,TBNYY20240419N
LAA,CIN,20240419,22:40,N,Great American Ball Park,outdoor,1,1,7,5,1,7,LAACIN20240419N
DET,MIN,20240420,00:10,N,Target Field,outdoor,1,2,12,5,5,4,DETMIN20240420N
MIL,STL,20240420,00:15,N,Busch Stadium,outdoor,0,0,5,5,2,1,MILSTL20240420N
NYM,LAD,20240420,02:10,N,Dodger Stadium,outdoor,3,2,14,6,9,4,NYMLAD20240420N
BAL,KC,20240420,23:10,N,Kauffman Stadium,outdoor,1,0,15,8,9,7,BALKC20240420N
BOS,PIT,20240420,20:05,D,PNC Park,outdoor,0,1,6,9,4,2,BOSPIT20240420D
NYM,LAD,20240420,20:05,D,Dodger Stadium,outdoor,0,1,8,6,6,4,NYMLAD20240420D
SEA,COL,20240421,00:10,N,Coors Field,outdoor,0,2,16,3,7,0,SEACOL20240421N
HOU,WSH,20240420,20:05,D,Nationals Park,outdoor,2,0,10,9,4,5,HOUWSH20240420D
CWS,PHI,20240420,22:05,N,Citizens Bank Park,outdoor,1,0,7,12,5,9,CWSPHI20240420N
DET,MIN,20240420,18:10,D,Target Field,outdoor,2,0,5,7,3,4,DETMIN20240420D
MIA,CHC,20240420,18:20,D,Wrigley Field,outdoor,1,0,8,7,3,2,MIACHC20240420D
TEX,ATL,20240420,23:20,N,Truist Park,outdoor,0,0,5,8,2,5,TEXATL20240420N
TOR,SD,20240421,00:40,N,PETCO Park,outdoor,0,1,8,9,5,2,TORSD20240421N
OAK,CLE,20240420,22:10,N,Progressive Field,outdoor,0,1,6,14,3,6,OAKCLE20240420N
AZ,SF,20240420,20:05,D,Oracle Park,outdoor,0,1,7,16,3,7,AZSF20240420D
MIA,CHC,20240420,23:40,N,Wrigley Field,outdoor,0,1,8,7,3,5,MIACHC20240420N
LAA,CIN,20240420,22:40,N,Great American Ball Park,outdoor,1,0,7,9,5,7,LAACIN20240420N
TB,NYY,20240420,17:05,D,Yankee Stadium,outdoor,0,0,9,4,2,0,TBNYY20240420D
MIL,STL,20240420,18:15,D,Busch Stadium,outdoor,0,1,18,6,12,5,MILSTL20240420D
NYM,LAD,20240421,20:10,D,Dodger Stadium,outdoor,0,0,7,9,0,10,NYMLAD20240421D
TEX,ATL,20240421,23:10,N,Truist Park,outdoor,1,0,11,5,6,4,TEXATL20240421N
AZ,SF,20240421,20:05,D,Oracle Park,outdoor,0,1,7,5,5,3,AZSF20240421D
HOU,WSH,20240421,17:35,D,Nationals Park,outdoor,0,0,4,11,0,6,HOUWSH20240421D
BOS,PIT,20240421,17:35,D,PNC Park,outdoor,0,2,8,7,6,1,BOSPIT20240421D
CWS,PHI,20240421,17:35,D,Citizens Bank Park,outdoor,1,1,4,11,2,8,CWSPHI20240421D
SEA,COL,20240422,00:10,N,Coors Field,outdoor,1,1,13,6,10,2,SEACOL20240422N
OAK,CLE,20240421,17:40,D,Progressive Field,outdoor,0,1,7,7,2,6,OAKCLE20240421D
LAA,CIN,20240421,17:40,D,Great American Ball Park,outdoor,1,0,6,5,0,3,LAACIN20240421D
MIA,CHC,20240421,18:20,D,Wrigley Field,outdoor,1,0,11,8,6,3,MIACHC20240421D
DET,MIN,20240421,18:10,D,Target Field,outdoor,0,0,7,7,6,1,DETMIN20240421D
BAL,KC,20240421,18:10,D,Kauffman Stadium,outdoor,0,0,11,5,5,0,BALKC20240421D
TB,NYY,20240421,17:35,D,Yankee Stadium,outdoor,0,3,5,9,4,5,TBNYY20240421D
TOR,SD,20240421,20:10,D,PETCO Park,outdoor,2,0,6,6,3,6,TORSD20240421D
SEA,COL,20240421,19:10,D,Coors Field,outdoor,0,1,6,10,1,2,SEACOL20240421D
MIL,STL,20240421,18:15,D,Busch Stadium,outdoor,0,0,6,6,2,0,MILSTL20240421D
NYM,SF,20240423,01:45,N,Oracle Park,outdoor,0,1,4,8,2,5,NYMSF20240423N
DET,TB,20240422,22:50,N,Tropicana Field,indoor,0,2,11,6,7,1,DETTB20240422N
TOR,KC,20240422,23:40,N,Kauffman Stadium,outdoor,0,0,6,8,5,3,TORKC20240422N
OAK,NYY,20240422,17:05,D,Yankee Stadium,outdoor,0,0,4,3,2,0,OAKNYY20240422D
MIA,ATL,20240422,23:20,N,Truist Park,outdoor,0,0,8,8,0,3,MIAATL20240422N
PHI,CIN,20240422,22:40,N,Great American Ball Park,outdoor,0,1,9,2,7,0,PHICIN20240422N
CWS,MIN,20240422,23:40,N,Target Field,outdoor,0,0,8,11,0,7,CWSMIN20240422N
SD,COL,20240423,00:40,N,Coors Field,outdoor,0,0,9,4,3,1,SDCOL20240423N
AZ,STL,20240422,23:45,N,Busch Stadium,outdoor,0,0,9,7,3,5,AZSTL20240422N
BAL,LAA,20240423,01:38,N,Angel Stadium,outdoor,0,0,6,8,4,2,BALLAA20240423N
MIL,PIT,20240422,22:40,N,PNC Park,outdoor,1,0,5,9,2,4,MILPIT20240422N
SEA,TEX,20240424,00:05,N,Globe Life Field,retractable,0,1,6,3,4,0,SEATEX20240424N
TOR,KC,20240423,23:40,N,Kauffman Stadium,outdoor,1,0,9,8,2,3,TORKC20240423N
HOU,CHC,20240423,23:40,N,Wrigley Field,outdoor,1,0,6,6,2,7,HOUCHC20240423N
NYM,SF,20240424,01:45,N,Oracle Park,outdoor,0,0,9,8,1,5,NYMSF20240424N
DET,TB,20240423,22:50,N,Tropicana Field,indoor,3,0,6,7,4,2,DETTB20240423N
AZ,STL,20240423,23:45,N,Busch Stadium,outdoor,0,0,15,6,14,1,AZSTL20240423N
BOS,CLE,20240423,22:10,N,Progressive Field,outdoor,0,0,6,7,1,4,BOSCLE20240423N
OAK,NYY,20240423,23:05,N,Yankee Stadium,outdoor,0,0,7,5,3,4,OAKNYY20240423N
CWS,MIN,20240423,23:40,N,Target Field,outdoor,0,1,8,10,5,6,CWSMIN20240423N
BAL,LAA,20240424,01:38,N,Angel Stadium,outdoor,0,0,8,11,4,7,BALLAA20240424N
PHI,CIN,20240423,22:40,N,Great American Ball Park,outdoor,3,0,6,9,1,8,PHICIN20240423N
LAD,WSH,20240423,22:45,N,Nationals Park,outdoor,0,1,9,7,4,1,LADWSH20240423N
MIL,PIT,20240423,22:40,N,PNC Park,outdoor,0,0,3,7,1,2,MILPIT20240423N
MIA,ATL,20240423,23:20,N,Truist Park,outdoor,1,1,3,10,0,5,MIAATL20240423N
SEA,TEX,20240425,00:05,N,Globe Life Field,retractable,2,0,8,8,1,5,SEATEX20240425N
MIA,ATL,20240424,23:20,N,Truist Park,outdoor,0,1,7,10,3,4,MIAATL20240424N
SD,COL,20240425,00:40,N,Coors Field,outdoor,0,2,8,5,5,2,SDCOL20240425N
AZ,STL,20240424,17:15,D,Busch Stadium,outdoor,0,0,7,9,1,5,AZSTL20240424D
MIL,PIT,20240424,22:40,N,PNC Park,outdoor,2,2,7,4,3,2,MILPIT20240424N
OAK,NYY,20240424,23:05,N,Yankee Stadium,outdoor,2,0,4,11,3,7,OAKNYY20240424N
NYM,SF,20240424,19:45,D,Oracle Park,outdoor,1,1,11,8,8,2,NYMSF20240424D
CWS,MIN,20240424,23:40,N,Target Field,outdoor,0,0,4,13,3,6,CWSMIN20240424N
TOR,KC,20240424,23:40,N,Kauffman Stadium,outdoor,2,0,6,9,2,3,TORKC20240424N
DET,TB,20240424,22:50,N,Tropicana Field,indoor,0,0,7,11,5,7,DETTB20240424N
BOS,CLE,20240424,22:10,N,Progressive Field,outdoor,0,0,16,4,8,0,BOSCLE20240424N
HOU,CHC,20240424,23:40,N,Wrigley Field,outdoor,0,1,10,8,3,4,HOUCHC20240424N
PHI,CIN,20240424,22:40,N,Great American Ball Park,outdoor,1,1,11,10,4,7,PHICIN20240424N
LAD,WSH,20240424,22:45,N,Nationals Park,outdoor,0,0,20,3,11,2,LADWSH20240424N
BAL,LAA,20240424,20:07,D,Angel Stadium,outdoor,1,0,9,6,6,5,BALLAA20240424D
TOR,KC,20240425,18:10,D,Kauffman Stadium,outdoor,0,0,3,3,1,2,TORKC20240425D
BOS,CLE,20240425,17:10,D,Progressive Field,outdoor,2,0,10,8,4,6,BOSCLE20240425D
LAD,WSH,20240425,20:05,D,Nationals Park,outdoor,1,0,9,7,2,1,LADWSH20240425D
HOU,CHC,20240425,18:20,D,Wrigley Field,outdoor,0,0,4,7,1,3,HOUCHC20240425D
MIL,PIT,20240425,16:35,D,PNC Park,outdoor,0,0,12,8,7,5,MILPIT20240425D
SEA,TEX,20240425,18:35,D,Globe Life Field,retractable,2,0,5,7,4,3,SEATEX20240425D
PHI,CIN,20240425,17:10,D,Great American Ball Park,outdoor,0,0,11,3,5,0,PHICIN20240425D
SD,COL,20240425,19:10,D,Coors Field,outdoor,0,0,11,14,9,10,SDCOL20240425D
OAK,NYY,20240425,23:05,N,Yankee Stadium,outdoor,1,0,6,11,3,1,OAKNYY20240425N
CWS,MIN,20240425,17:10,D,Target Field,outdoor,0,1,9,10,3,6,CWSMIN20240425D
NYY,MIL,20240427,00:10,N,American Family Field,retractable,0,0,6,10,6,7,NYYMIL20240427N
WSH,MIA,20240426,23:10,N,loanDepot park,retractable,0,0,8,6,3,1,WSHMIA20240426N
STL,NYM,20240426,23:10,N,Citi Field,outdoor,0,1,5,8,4,2,STLNYM20240426N
TB,CWS,20240426,23:40,N,Guaranteed Rate Field,outdoor,2,0,9,12,4,9,TBCWS20240426N
CHC,BOS,20240426,23:10,N,Fenway Park,outdoor,1,1,14,7,7,1,CHCBOS20240426N
PIT,SF,20240427,02:15,N,Oracle Park,outdoor,0,1,8,6,0,3,PITSF20240427N
CIN,TEX,20240427,00:05,N,Globe Life Field,retractable,0,1,3,8,1,2,CINTEX20240427N
LAD,TOR,20240426,23:07,N,Rogers Centre,retractable,0,1,19,5,12,2,LADTOR20240426N
KC,DET,20240426,17:10,D,Comerica Park,outdoor,1,0,7,5,8,0,KCDET20240426D
AZ,SEA,20240427,01:40,N,T-Mobile Park,retractable,0,0,3,5,1,6,AZSEA20240427N
MIN,LAA,20240427,01:38,N,Angel Stadium,outdoor,0,2,11,5,5,3,MINLAA20240427N
PHI,SD,20240427,01:40,N,PETCO Park,outdoor,0,0,13,7,9,3,PHISD20240427N
CLE,ATL,20240426,23:20,N,Truist Park,outdoor,1,1,5,8,2,6,CLEATL20240426N
OAK,BAL,20240426,23:05,N,Oriole Park at Camden Yards,outdoor,0,0,7,6,3,2,OAKBAL20240426N
CLE,ATL,20240427,23:20,N,Truist Park,outdoor,0,0,8,7,4,2,CLEATL20240427N
CHC,BOS,20240427,20:10,D,Fenway Park,outdoor,0,0,5,21,0,17,CHCBOS20240427D
TB,CWS,20240427,23:10,N,Guaranteed Rate Field,outdoor,1,1,11,10,7,8,TBCWS20240427N
PIT,SF,20240428,01:05,N,Oracle Park,outdoor,1,2,11,7,4,3,PITSF20240428N
WSH,MIA,20240427,20:10,D,loanDepot park,retractable,0,3,11,13,11,4,WSHMIA20240427D
OAK,BAL,20240427,20:05,D,Oriole Park at Camden Yards,outdoor,0,0,5,9,0,7,OAKBAL20240427D
MIN,LAA,20240428,01:38,N,Angel Stadium,outdoor,0,0,17,11,16,5,MINLAA20240428N
AZ,SEA,20240428,01:40,N,T-Mobile Park,retractable,0,0,3,4,1,3,AZSEA20240428N
LAD,TOR,20240427,19:07,D,Rogers Centre,retractable,2,1,11,4,4,2,LADTOR20240427D
CIN,TEX,20240427,20:05,D,Globe Life Field,retractable,0,1,10,7,8,4,CINTEX20240427D
STL,NYM,20240427,20:05,D,Citi Field,outdoor,1,0,10,7,7,4,STLNYM20240427D
NYY,MIL,20240427,23:10,N,American Family Field,retractable,0,1,19,5,15,3,NYYMIL20240427N
KC,DET,20240427,22:10,N,Comerica Park,outdoor,1,4,9,8,5,6,KCDET20240427N
PHI,SD,20240428,00:40,N,PETCO Park,outdoor,0,0,8,3,5,1,PHISD20240428N
CIN,TEX,20240428,18:35,D,Globe Life Field,retractable,0,2,6,6,3,4,CINTEX20240428D
TB,CWS,20240428,18:10,D,Guaranteed Rate Field,outdoor,0,0,7,12,2,4,TBCWS20240428D
OAK,BAL,20240428,17:35,D,Oriole Park at Camden Yards,outdoor,1,0,10,9,7,6,OAKBAL20240428D
KC,DET,20240428,17:40,D,Comerica Park,outdoor,0,0,5,10,1,4,KCDET20240428D
CLE,ATL,20240428,17:35,D,Truist Park,outdoor,1,0,10,9,3,4,CLEATL20240428D
PIT,SF,20240428,20:05,D,Oracle Park,outdoor,0,0,5,8,2,3,PITSF20240428D
STL,NYM,20240428,17:40,D,Citi Field,outdoor,0,1,4,8,2,4,STLNYM20240428D
MIN,LAA,20240428,20:07,D,Angel Stadium,outdoor,0,3,17,6,11,5,MINLAA20240428D
HOU,COL,20240428,20:05,D,Estadio Alfredo Harp Helu,outdoor,0,0,8,7,8,2,HOUCOL20240428D
NYY,MIL,20240428,18:10,D,American Family Field,retractable,0,0,18,11,15,5,NYYMIL20240428D
LAD,TOR,20240428,17:37,D,Rogers Centre,retractable,0,0,6,8,1,3,LADTOR20240428D
PHI,SD,20240428,20:10,D,PETCO Park,outdoor,1,0,12,9,8,6,PHISD20240428D
CHC,BOS,20240428,23:10,N,Fenway Park,outdoor,1,0,7,9,4,5,CHCBOS20240428N
AZ,SEA,20240428,20:10,D,T-Mobile Park,retractable,1,0,6,5,3,2,AZSEA20240428D
WSH,MIA,20240428,17:40,D,loanDepot park,retractable,1,2,14,12,12,9,WSHMIA20240428D
ATL,SEA,20240430,01:40,N,T-Mobile Park,retractable,0,0,3,4,1,2,ATLSEA20240430N
STL,DET,20240430,22:40,D,Comerica Park,outdoor,0,0,11,14,6,11,STLDET20240430D
NYY,BAL,20240429,22:35,N,Oriole Park at Camden Yards,outdoor,1,0,7,4,0,2,NYYBAL20240429N
PIT,OAK,20240430,01:40,N,Oakland Coliseum,outdoor,0,0,2,8,1,5,PITOAK20240430N
WSH,MIA,20240429,22:40,N,loanDepot park,retractable,0,1,7,4,7,2,WSHMIA20240429N
LAD,AZ,20240430,01:40,N,Chase Field,retractable,0,0,10,7,8,4,LADAZ20240430N
CIN,SD,20240430,01:40,N,PETCO Park,outdoor,1,1,8,4,5,2,CINSD20240430N
MIN,CWS,20240429,23:40,N,Guaranteed Rate Field,outdoor,0,1,4,8,3,2,MINCWS20240429N
KC,TOR,20240429,23:07,N,Rogers Centre,retractable,0,1,11,12,5,6,KCTOR20240429N
PHI,LAA,20240430,01:38,N,Angel Stadium,outdoor,1,0,6,11,5,6,PHILAA20240430N
CHC,NYM,20240429,23:10,N,Citi Field,outdoor,0,0,3,4,3,1,CHCNYM20240429N
